formula,naive,naiveuc,binary,binaryuc
pltl-12-0-6-3-0-200003.alaska,1,1,1,1
pltl-12-0-12-3-0-200007.alaska,1,1,1,1
pltl-12-0-58-3-0-200006.alaska,1,1,1,1
lift_11.alaska,2,2,2,2
pltl-5-0-32-3-0-200005.alaska,1,1,1,1
unsat112.txt,3,3,3,3
spec_cl_14.alaska,100,100,2,2
unsat171.txt,3,3,3,3
pltl-12-0-14-3-0-200005.alaska,1,1,1,1
unsat104.txt,3,3,3,3
counter15.alaska,3,2,2,2
pltl-12-0-7-3-0-200005.alaska,1,1,1,1
unsat41.txt,3,3,3,3
counterLinear15.alaska,3,2,2,2
unsat105.txt,3,3,3,3
pltl-5-0-22-3-0-200002.alaska,1,1,1,1
pltl-12-0-84-3-0-200000.alaska,1,1,1,1
unsat149.txt,3,3,3,3
pltl-12-0-47-3-0-200002.alaska,1,1,1,1
counterCarry16.alaska,100,2,2,2
spec_c_4.alaska,100,100,1,1
unsat198.txt,5,5,5,5
pltl-12-0-19-3-0-200006.alaska,1,1,1,1
phltl_25_24.alaska,2,2,2,2
pltl-12-0-40-3-0-200007.alaska,1,1,1,1
pltl-12-0-53-3-0-200003.alaska,1,1,1,1
pltl-5-0-18-3-0-200000.alaska,1,1,1,1
forobotsr1f0_FGn_mf.alaska,2,2,2,2
pltl-12-0-84-3-0-200002.alaska,100,100,100,100
unsat103.txt,3,3,3,3
spec_c_8.alaska,100,100,1,1
pltl-5-0-11-3-0-200000.alaska,1,1,1,1
unsat203.txt,3,3,3,3
pltl-12-0-22-3-0-200009.alaska,1,1,1,1
pltl-5-0-35-3-0-200005.alaska,1,1,1,1
unsat161.txt,3,3,3,3
pltl-5-0-32-3-0-200000.alaska,1,1,1,1
pltl-5-0-17-3-0-200003.alaska,1,1,1,1
pltl-5-0-4-3-0-200009.alaska,1,1,1,1
pltl-12-0-16-3-0-200002.alaska,1,1,1,1
unsat69.txt,6,6,6,6
unsat143.txt,3,3,3,3
spec_cl_5.alaska,1,1,1,1
counterLinear7.alaska,2,3,2,2
lift_f_l_13.alaska,100,4,4,4
pltl-5-0-15-3-0-200005.alaska,1,1,1,1
pltl-12-0-54-3-0-200004.alaska,100,100,100,100
counter10.alaska,2,2,2,2
pltl-12-0-1-3-0-200008.alaska,1,1,1,1
unsat136.txt,3,3,3,3
unsat52.txt,4,4,4,4
lift_b_l_13.alaska,100,2,3,3
pltl-12-0-96-3-0-200005.alaska,100,100,100,100
lift_b_15.alaska,2,2,2,2
pltl-12-0-47-3-0-200008.alaska,1,1,1,1
lift_f_l_16.alaska,100,100,3,3
pltl-5-0-19-3-0-200007.alaska,1,1,1,1
O2formula400.alaska,100,100,100,100
pltl-12-0-66-3-0-200001.alaska,1,1,1,1
demo-v3_cl_9.alaska,2,2,2,2
pltl-12-0-9-3-0-200005.alaska,1,1,1,1
unsat195.txt,5,5,5,5
pltl-5-0-12-3-0-200001.alaska,1,1,1,1
forobotsr1f0_GF_mf.alaska,2,2,2,2
unsat84.txt,6,6,6,6
lift_6.alaska,2,2,2,2
pltl-5-0-22-3-0-200005.alaska,1,1,1,1
O1formula90.alaska,2,2,2,2
pltl-12-0-22-3-0-200007.alaska,1,1,1,1
lift_f_4.alaska,2,2,2,2
O1formula7.alaska,2,2,2,2
pltl-12-0-66-3-0-200007.alaska,100,100,100,100
pltl-12-0-10-3-0-200004.alaska,1,1,1,1
phltl_9_8.alaska,2,3,3,3
unsat122.txt,8,8,8,8
forobotsr1f0_FGn_ra.alaska,2,2,2,2
unsat210.txt,2,2,2,2
pltl-5-0-3-3-0-200002.alaska,1,1,1,1
pltl-12-0-60-3-0-200007.alaska,1,1,1,1
pltl-12-0-39-3-0-200005.alaska,1,1,1,1
pltl-12-0-57-3-0-200002.alaska,1,1,1,1
phltl_32_31.alaska,2,2,2,2
phltl_26_25.alaska,2,3,2,3
unsat153.txt,3,3,3,3
forobotsr1f0_FGn_ff.alaska,2,2,2,2
lift_l_17.alaska,3,2,2,2
pltl-12-0-11-3-0-200005.alaska,1,1,1,1
pltl-5-0-10-3-0-200009.alaska,1,1,1,1
pltl-5-0-21-3-0-200005.alaska,1,1,1,1
O2formula1000.alaska,100,100,100,100
pltl-12-0-2-3-0-200004.alaska,1,1,1,1
phltl_30_29.alaska,3,2,2,2
pltl-5-0-10-3-0-200003.alaska,1,1,1,1
unsat158.txt,3,3,3,3
pltl-5-0-20-3-0-200001.alaska,1,1,1,1
unsat117.txt,5,5,5,5
pltl-12-0-60-3-0-200001.alaska,100,100,100,100
pltl-12-0-45-3-0-200007.alaska,1,1,1,1
pltl-5-0-40-3-0-200003.alaska,1,1,1,1
pltl-12-0-47-3-0-200007.alaska,1,1,1,1
unsat213.txt,3,3,3,3
pltl-12-0-58-3-0-200003.alaska,100,100,100,100
unsat157.txt,3,3,3,3
lift_b_f_17.alaska,2,5,2,5
pltl-12-0-44-3-0-200001.alaska,1,1,1,1
lift_b_f_l_16.alaska,100,100,3,3
pltl-12-0-5-3-0-200005.alaska,1,1,1,1
pltl-12-0-16-3-0-200007.alaska,1,1,1,1
pltl-5-0-13-3-0-200004.alaska,1,1,1,1
pltl-12-0-26-3-0-200006.alaska,1,1,1,1
unsat48.txt,3,3,3,3
forobotsr1f0_Gn_ra.alaska,2,2,2,2
pltl-5-0-29-3-0-200004.alaska,16,16,17,17
pltl-5-0-4-3-0-200007.alaska,1,1,1,1
unsat4.txt,3,3,3,3
pltl-12-0-53-3-0-200004.alaska,1,1,1,1
pltl-5-0-13-3-0-200000.alaska,1,1,1,1
unsat217.txt,6,6,6,6
unsat92.txt,3,3,3,3
unsat185.txt,3,3,3,3
pltl-5-0-2-3-0-200002.alaska,1,1,1,1
unsat13.txt,5,5,5,5
forobotsr1f0_Gn_h1.alaska,2,2,2,2
unsat228.txt,6,6,6,6
pltl-12-0-4-3-0-200006.alaska,1,1,1,1
pltl-5-0-40-3-0-200000.alaska,1,1,1,1
pltl-12-0-61-3-0-200003.alaska,100,100,100,100
O1formula4.alaska,2,2,2,2
counterLinear17.alaska,100,2,2,2
forobotsr1f0_FGn_g.alaska,2,2,2,2
pltl-12-0-78-3-0-200007.alaska,1,1,1,1
pltl-12-0-33-3-0-200000.alaska,1,1,1,1
unsat38.txt,3,3,3,3
pltl-12-0-37-3-0-200000.alaska,1,1,1,1
pltl-12-0-38-3-0-200003.alaska,1,1,1,1
O1formula70.alaska,2,2,2,2
unsat94.txt,3,3,3,3
counterLinear12.alaska,2,3,3,3
counterCarryLinear3.alaska,5,2,2,2
pltl-5-0-32-3-0-200006.alaska,1,1,1,1
spec_c_14.alaska,100,100,2,2
pltl-5-0-29-3-0-200000.alaska,15,15,15,15
pltl-12-0-14-3-0-200006.alaska,1,1,1,1
counterCarryLinear16.alaska,2,2,2,2
lift_b_f_l_18.alaska,3,4,2,4
phltl_38_37.alaska,2,2,2,2
pltl-12-0-11-3-0-200009.alaska,1,1,1,1
unsat31.txt,3,3,3,3
pltl-5-0-13-3-0-200005.alaska,1,1,1,1
pltl-12-0-66-3-0-200009.alaska,100,100,100,100
pltl-5-0-30-3-0-200001.alaska,1,1,1,1
phltl_43_42.alaska,2,2,3,2
pltl-5-0-35-3-0-200006.alaska,1,1,1,1
unsat220.txt,6,6,6,6
pltl-5-0-4-3-0-200004.alaska,1,1,1,1
pltl-12-0-5-3-0-200009.alaska,1,1,1,1
pltl-5-0-1-3-0-200009.alaska,1,1,1,1
pltl-12-0-66-3-0-200008.alaska,100,100,100,100
pltl-12-0-53-3-0-200002.alaska,1,1,1,1
lift_b_l_8.alaska,1,1,3,3
counterCarryLinear10.alaska,100,2,2,2
lift_7.alaska,2,2,2,2
phltl_19_18.alaska,2,2,3,2
lift_b_l_11.alaska,3,3,3,3
pltl-12-0-42-3-0-200000.alaska,1,1,1,1
unsat8.txt,4,4,4,4
unsat170.txt,3,3,3,3
unsat65.txt,3,3,3,3
pltl-12-0-4-3-0-200003.alaska,1,1,1,1
lift_12.alaska,2,2,2,2
pltl-12-0-5-3-0-200002.alaska,1,1,1,1
pltl-5-0-17-3-0-200001.alaska,1,1,1,1
pltl-5-0-27-3-0-200003.alaska,1,1,1,1
pltl-12-0-53-3-0-200007.alaska,1,1,1,1
unsat132.txt,3,3,3,3
pltl-5-0-10-3-0-200006.alaska,1,1,1,1
unsat180.txt,3,3,3,3
pltl-12-0-84-3-0-200001.alaska,100,100,100,100
pltl-5-0-23-3-0-200006.alaska,1,1,1,1
counterCarry8.alaska,100,2,2,2
counterLinear6.alaska,3,2,2,2
pltl-5-0-35-3-0-200004.alaska,1,1,1,1
pltl-5-0-5-3-0-200006.alaska,1,1,1,1
pltl-12-0-61-3-0-200009.alaska,100,100,100,100
unsat219.txt,6,6,6,6
pltl-5-0-3-3-0-200003.alaska,1,1,1,1
pltl-12-0-42-3-0-200005.alaska,1,1,1,1
counterCarryLinear14.alaska,100,2,2,2
unsat5.txt,4,4,4,4
pltl-5-0-27-3-0-200002.alaska,1,1,1,1
pltl-5-0-11-3-0-200004.alaska,1,1,1,1
pltl-12-0-19-3-0-200008.alaska,1,1,1,1
unsat19.txt,4,4,4,4
counterCarry2.alaska,2,2,2,2
pltl-5-0-25-3-0-200000.alaska,1,1,1,1
pltl-12-0-96-3-0-200004.alaska,100,100,100,100
lift_l_12.alaska,100,2,3,2
lift_b_5.alaska,3,3,2,2
spec_c_10.alaska,100,100,1,1
pltl-12-0-58-3-0-200008.alaska,1,1,1,1
unsat209.txt,2,2,2,2
pltl-12-0-33-3-0-200005.alaska,1,1,1,1
pltl-12-0-14-3-0-200009.alaska,1,1,1,1
pltl-5-0-12-3-0-200007.alaska,1,1,1,1
spec_cl_10.alaska,100,100,3,3
lift_b_6.alaska,2,2,2,2
lift_b_f_18.alaska,100,4,2,4
forobotsr1f0_FGn_re.alaska,2,2,2,2
unsat42.txt,3,3,3,3
demo-v3_cl_7.alaska,2,2,2,2
O2formula50.alaska,50,50,50,50
unsat98.txt,3,3,3,3
pltl-5-0-10-3-0-200008.alaska,1,1,1,1
pltl-12-0-49-3-0-200007.alaska,1,1,1,1
unsat67.txt,6,6,6,6
unsat138.txt,3,3,3,3
unsat142.txt,3,3,3,3
unsat131.txt,3,3,3,3
phltl_31_30.alaska,2,2,3,2
counter17.alaska,2,2,2,2
pltl-5-0-23-3-0-200008.alaska,1,1,1,1
pltl-5-0-15-3-0-200000.alaska,1,1,1,1
lift_b_l_15.alaska,100,100,3,100
pltl-5-0-16-3-0-200005.alaska,1,1,1,1
pltl-5-0-23-3-0-200009.alaska,1,1,1,1
unsat3.txt,4,4,4,4
pltl-5-0-40-3-0-200002.alaska,1,1,1,1
unsat7.txt,3,3,3,3
unsat20.txt,4,4,4,4
counterCarryLinear19.alaska,100,100,2,2
pltl-12-0-45-3-0-200005.alaska,100,100,100,100
lift_b_12.alaska,2,2,2,2
pltl-12-0-19-3-0-200000.alaska,1,1,1,1
pltl-5-0-20-3-0-200007.alaska,1,1,1,1
pltl-12-0-19-3-0-200007.alaska,1,1,1,1
pltl-12-0-12-3-0-200002.alaska,1,1,1,1
lift_b_f_8.alaska,1,1,1,1
counterCarry5.alaska,4,4,4,4
lift_b_l_7.alaska,3,3,3,3
counterLinear9.alaska,3,2,2,2
forobotsr1f0_GF_re.alaska,2,2,2,2
unsat214.txt,3,3,3,3
pltl-12-0-5-3-0-200004.alaska,1,1,1,1
pltl-5-0-21-3-0-200008.alaska,1,1,1,1
unsat152.txt,3,3,3,3
O1formula5.alaska,2,2,2,2
counterCarry15.alaska,100,2,2,2
pltl-12-0-10-3-0-200001.alaska,1,1,1,1
pltl-12-0-84-3-0-200004.alaska,100,100,100,100
counterCarryLinear13.alaska,2,2,2,2
pltl-5-0-1-3-0-200003.alaska,1,1,1,1
pltl-5-0-22-3-0-200000.alaska,1,1,1,1
pltl-12-0-5-3-0-200000.alaska,1,1,1,1
pltl-5-0-27-3-0-200000.alaska,1,1,1,1
pltl-5-0-27-3-0-200008.alaska,1,1,1,1
phltl_12_11.alaska,3,3,2,3
pltl-5-0-15-3-0-200007.alaska,1,1,1,1
pltl-12-0-56-3-0-200004.alaska,100,100,100,100
phltl_27_26.alaska,2,2,2,2
pltl-5-0-22-3-0-200003.alaska,1,1,1,1
lift_b_f_l_2.alaska,3,3,1,1
O2formula500.alaska,100,100,100,100
unsat173.txt,3,3,3,3
lift_b_f_13.alaska,2,3,2,2
pltl-12-0-49-3-0-200008.alaska,1,1,1,1
forobotsr1f0_Gn_mf.alaska,2,2,2,2
lift_b_f_7.alaska,2,2,2,2
pltl-12-0-11-3-0-200007.alaska,1,1,1,1
pltl-12-0-9-3-0-200003.alaska,1,1,1,1
unsat155.txt,3,3,3,3
unsat106.txt,1,1,1,1
pltl-5-0-32-3-0-200002.alaska,1,1,1,1
pltl-5-0-2-3-0-200003.alaska,1,1,1,1
unsat133.txt,3,3,3,3
pltl-5-0-17-3-0-200008.alaska,1,1,1,1
lift_l_4.alaska,3,4,3,3
O1formula200.alaska,2,2,2,2
phltl_3_2.alaska,2,2,2,2
unsat85.txt,3,3,3,3
lift_16.alaska,2,2,100,2
unsat96.txt,2,2,2,2
pltl-5-0-35-3-0-200009.alaska,1,1,1,1
pltl-5-0-11-3-0-200001.alaska,1,1,1,1
pltl-5-0-5-3-0-200008.alaska,1,1,1,1
unsat196.txt,5,5,5,5
pltl-12-0-72-3-0-200007.alaska,100,100,100,100
unsat156.txt,3,3,3,3
counterCarryLinear12.alaska,2,2,5,5
unsat129.txt,3,3,3,3
pltl-5-0-5-3-0-200005.alaska,1,1,1,1
unsat160.txt,3,3,3,3
pltl-12-0-44-3-0-200002.alaska,1,1,1,1
unsat14.txt,4,4,4,4
unsat61.txt,2,2,2,2
pltl-12-0-40-3-0-200002.alaska,1,1,1,1
pltl-12-0-14-3-0-200000.alaska,1,1,1,1
pltl-5-0-23-3-0-200003.alaska,1,1,1,1
pltl-5-0-40-3-0-200005.alaska,1,1,1,1
unsat79.txt,6,6,6,6
pltl-12-0-40-3-0-200005.alaska,1,1,1,1
pltl-5-0-32-3-0-200007.alaska,1,1,1,1
O2formula10.alaska,10,10,10,10
lift_9.alaska,2,2,2,2
unsat23.txt,4,4,4,4
lift_b_f_9.alaska,100,4,4,4
pltl-12-0-47-3-0-200000.alaska,1,1,1,1
unsat120.txt,8,8,8,8
pltl-12-0-66-3-0-200002.alaska,1,1,1,1
unsat81.txt,6,6,6,6
O1formula10.alaska,2,2,2,2
pltl-12-0-49-3-0-200005.alaska,1,1,1,1
pltl-5-0-22-3-0-200006.alaska,1,1,1,1
pltl-12-0-24-3-0-200002.alaska,1,1,1,1
pltl-12-0-58-3-0-200009.alaska,1,1,1,1
unsat100.txt,3,3,3,3
pltl-5-0-32-3-0-200004.alaska,1,1,1,1
forobotsr1f0_Gn_mh.alaska,2,2,2,2
pltl-12-0-10-3-0-200005.alaska,1,1,1,1
pltl-12-0-25-3-0-200009.alaska,1,1,1,1
pltl-12-0-6-3-0-200006.alaska,1,1,1,1
unsat159.txt,3,3,3,3
pltl-12-0-58-3-0-200000.alaska,1,1,1,1
pltl-5-0-19-3-0-200003.alaska,1,1,1,1
pltl-12-0-45-3-0-200002.alaska,1,1,1,1
pltl-5-0-20-3-0-200006.alaska,1,1,1,1
unsat162.txt,3,3,3,3
unsat225.txt,6,6,6,6
pltl-5-0-25-3-0-200004.alaska,1,1,1,1
pltl-5-0-25-3-0-200009.alaska,1,1,1,1
lift_b_l_4.alaska,3,1,1,1
pltl-12-0-24-3-0-200008.alaska,1,1,1,1
pltl-12-0-38-3-0-200008.alaska,1,1,1,1
counterCarry13.alaska,100,4,5,5
unsat140.txt,3,3,3,3
pltl-12-0-60-3-0-200000.alaska,1,1,1,1
pltl-5-0-11-3-0-200005.alaska,1,1,1,1
pltl-5-0-30-3-0-200007.alaska,1,1,1,1
pltl-12-0-16-3-0-200003.alaska,1,1,1,1
counterLinear16.alaska,2,3,3,3
lift_f_l_8.alaska,3,100,4,4
unsat68.txt,6,6,6,6
pltl-5-0-23-3-0-200002.alaska,1,1,1,1
pltl-5-0-30-3-0-200003.alaska,1,1,1,1
phltl_24_23.alaska,2,2,2,2
unsat163.txt,3,3,3,3
pltl-5-0-27-3-0-200007.alaska,1,1,1,1
spec_cl_19.alaska,100,100,3,3
pltl-12-0-58-3-0-200007.alaska,1,1,1,1
pltl-12-0-22-3-0-200005.alaska,1,1,1,1
unsat30.txt,3,3,3,3
lift_l_13.alaska,3,4,4,4
pltl-12-0-33-3-0-200006.alaska,1,1,1,1
pltl-12-0-2-3-0-200002.alaska,1,1,1,1
pltl-12-0-12-3-0-200005.alaska,1,1,1,1
pltl-12-0-49-3-0-200009.alaska,1,1,1,1
lift_f_2.alaska,2,2,2,2
phltl_6_5.alaska,2,2,2,2
pltl-5-0-15-3-0-200008.alaska,1,1,1,1
lift_b_l_16.alaska,1,3,3,3
lift_b_f_5.alaska,3,3,2,2
lift_3.alaska,2,2,2,2
spec_cl_11.alaska,100,100,2,2
unsat87.txt,2,2,2,2
unsat137.txt,3,3,3,3
counterCarry9.alaska,100,2,2,2
pltl-12-0-66-3-0-200004.alaska,1,1,1,1
unsat169.txt,3,3,3,3
unsat88.txt,2,2,2,2
phltl_39_38.alaska,2,3,3,3
lift_f_l_12.alaska,100,2,3,2
lift_b_f_l_5.alaska,3,3,3,3
pltl-5-0-19-3-0-200002.alaska,1,1,1,1
pltl-12-0-1-3-0-200007.alaska,1,1,1,1
phltl_29_28.alaska,3,2,2,2
pltl-12-0-13-3-0-200003.alaska,1,1,1,1
pltl-5-0-11-3-0-200009.alaska,1,1,1,1
unsat166.txt,3,3,3,3
unsat177.txt,3,3,3,3
pltl-12-0-56-3-0-200008.alaska,100,100,100,100
pltl-12-0-24-3-0-200003.alaska,1,1,1,1
unsat151.txt,3,3,3,3
lift_b_l_17.alaska,100,100,3,3
pltl-12-0-53-3-0-200009.alaska,1,1,1,1
unsat17.txt,4,4,4,4
pltl-5-0-13-3-0-200003.alaska,1,1,1,1
unsat207.txt,4,4,4,4
lift_f_8.alaska,2,2,2,2
pltl-12-0-12-3-0-200009.alaska,1,1,1,1
lift_l_10.alaska,100,100,4,4
unsat127.txt,3,3,3,3
pltl-12-0-39-3-0-200008.alaska,1,1,1,1
lift_b_l_2.alaska,3,3,1,1
pltl-12-0-72-3-0-200006.alaska,100,100,100,100
pltl-12-0-33-3-0-200009.alaska,1,1,1,1
counterCarryLinear7.alaska,2,2,2,2
unsat102.txt,2,2,2,2
lift_f_9.alaska,2,2,2,2
spec_cl_18.alaska,100,100,1,1
pltl-12-0-42-3-0-200009.alaska,1,1,1,1
lift_f_l_14.alaska,4,2,3,3
pltl-12-0-22-3-0-200000.alaska,1,1,1,1
O1formula300.alaska,2,2,2,2
unsat141.txt,3,3,3,3
phltl_8_7.alaska,2,3,3,3
pltl-12-0-38-3-0-200002.alaska,1,1,1,1
pltl-12-0-39-3-0-200002.alaska,1,1,1,1
unsat172.txt,3,3,3,3
lift_l_7.alaska,3,2,2,2
counter12.alaska,2,2,3,2
pltl-12-0-61-3-0-200001.alaska,100,100,100,100
unsat216.txt,6,6,6,6
forobotsr1f0_GF_mh.alaska,2,2,2,2
pltl-12-0-6-3-0-200008.alaska,1,1,1,1
unsat1.txt,3,3,3,3
spec_c_6.alaska,100,100,1,1
lift_f_l_5.alaska,3,3,4,4
lift_f_l_9.alaska,4,3,2,2
unsat99.txt,3,3,3,3
spec_c_1.alaska,2,2,1,1
pltl-5-0-15-3-0-200002.alaska,1,1,1,1
O2formula20.alaska,20,20,20,20
pltl-5-0-17-3-0-200004.alaska,1,1,1,1
pltl-12-0-10-3-0-200008.alaska,1,1,1,1
spec_cl_6.alaska,1,1,1,1
unsat78.txt,6,6,6,6
lift_l_11.alaska,100,3,3,3
pltl-12-0-12-3-0-200001.alaska,1,1,1,1
pltl-5-0-1-3-0-200000.alaska,1,1,1,1
pltl-12-0-37-3-0-200002.alaska,1,1,1,1
pltl-12-0-72-3-0-200003.alaska,1,1,1,1
counterLinear13.alaska,2,3,2,2
pltl-12-0-72-3-0-200008.alaska,100,100,100,100
lift_b_9.alaska,2,4,4,4
pltl-5-0-2-3-0-200008.alaska,1,1,1,1
pltl-5-0-11-3-0-200006.alaska,1,1,1,1
pltl-12-0-30-3-0-200006.alaska,1,1,1,1
pltl-5-0-40-3-0-200009.alaska,1,1,1,1
pltl-5-0-13-3-0-200006.alaska,1,1,1,1
pltl-12-0-37-3-0-200007.alaska,1,1,1,1
pltl-12-0-6-3-0-200004.alaska,1,1,1,1
pltl-12-0-42-3-0-200008.alaska,1,1,1,1
pltl-12-0-10-3-0-200007.alaska,1,1,1,1
unsat227.txt,6,6,6,6
spec_c_15.alaska,100,100,3,3
pltl-12-0-11-3-0-200002.alaska,1,1,1,1
spec_c_13.alaska,100,100,1,1
pltl-5-0-5-3-0-200009.alaska,1,1,1,1
pltl-12-0-61-3-0-200004.alaska,100,100,100,100
pltl-12-0-30-3-0-200003.alaska,1,1,1,1
pltl-12-0-58-3-0-200005.alaska,1,1,1,1
pltl-12-0-56-3-0-200002.alaska,100,100,100,100
pltl-12-0-2-3-0-200001.alaska,1,1,1,1
counter7.alaska,3,2,2,2
phltl_41_40.alaska,3,2,2,2
O1formula700.alaska,100,2,2,2
pltl-5-0-4-3-0-200000.alaska,1,1,1,1
pltl-5-0-27-3-0-200009.alaska,1,1,1,1
pltl-12-0-30-3-0-200001.alaska,1,1,1,1
pltl-5-0-21-3-0-200003.alaska,1,1,1,1
pltl-12-0-78-3-0-200009.alaska,1,1,1,1
pltl-5-0-12-3-0-200008.alaska,1,1,1,1
unsat9.txt,4,4,4,4
pltl-12-0-11-3-0-200003.alaska,1,1,1,1
pltl-5-0-1-3-0-200004.alaska,1,1,1,1
pltl-5-0-29-3-0-200008.alaska,16,16,16,16
O2formula700.alaska,100,100,100,100
pltl-5-0-4-3-0-200002.alaska,1,1,1,1
pltl-12-0-33-3-0-200008.alaska,1,1,1,1
O2formula5.alaska,5,5,5,5
pltl-5-0-25-3-0-200002.alaska,1,1,1,1
pltl-5-0-19-3-0-200000.alaska,1,1,1,1
pltl-12-0-37-3-0-200006.alaska,1,1,1,1
counter2.alaska,2,3,2,2
pltl-5-0-12-3-0-200002.alaska,1,1,1,1
pltl-5-0-25-3-0-200001.alaska,1,1,1,1
O1formula1000.alaska,100,2,2,2
lift_14.alaska,2,2,2,2
demo-v3_cl_4.alaska,2,2,2,2
counter11.alaska,2,3,2,2
unsat109.txt,3,3,3,3
unsat174.txt,3,3,3,3
pltl-12-0-42-3-0-200004.alaska,1,1,1,1
pltl-12-0-59-3-0-200007.alaska,100,100,100,100
pltl-12-0-11-3-0-200008.alaska,1,1,1,1
phltl_36_35.alaska,2,2,2,2
forobotsr1f0_G_d.alaska,2,2,2,2
pltl-5-0-12-3-0-200006.alaska,1,1,1,1
lift_b_f_11.alaska,100,2,2,2
counterCarry10.alaska,2,2,5,5
pltl-5-0-1-3-0-200007.alaska,1,1,1,1
pltl-5-0-5-3-0-200000.alaska,1,1,1,1
unsat130.txt,3,3,3,3
unsat125.txt,8,8,8,8
phltl_2_1.alaska,2,2,2,2
O1formula500.alaska,2,2,2,2
counterCarry20.alaska,100,2,2,2
pltl-12-0-72-3-0-200009.alaska,100,100,100,100
pltl-5-0-28-3-0-200003.alaska,17,17,16,17
O1formula20.alaska,2,2,2,2
pltl-5-0-18-3-0-200003.alaska,1,1,1,1
forobotsr1f0_G_mf.alaska,2,2,2,2
unsat123.txt,8,8,8,8
pltl-12-0-53-3-0-200001.alaska,1,1,1,1
unsat53.txt,4,4,4,4
spec_c_16.alaska,100,100,1,1
O2formula90.alaska,90,90,90,90
forobotsr1f0_G_g.alaska,2,2,2,2
pltl-5-0-16-3-0-200002.alaska,1,1,1,1
lift_5.alaska,2,2,2,2
unsat189.txt,3,3,3,3
counterCarryLinear15.alaska,2,2,2,2
pltl-12-0-84-3-0-200003.alaska,100,100,100,100
unsat54.txt,3,3,3,3
pltl-12-0-33-3-0-200001.alaska,1,1,1,1
O2formula3.alaska,3,3,3,3
pltl-12-0-47-3-0-200004.alaska,1,1,1,1
unsat76.txt,4,4,4,4
phltl_13_12.alaska,2,2,2,2
lift_f_15.alaska,100,100,100,100
pltl-12-0-30-3-0-200007.alaska,1,1,1,1
pltl-5-0-2-3-0-200007.alaska,1,1,1,1
unsat93.txt,3,3,3,3
pltl-12-0-78-3-0-200004.alaska,1,1,1,1
pltl-12-0-7-3-0-200004.alaska,1,1,1,1
pltl-12-0-53-3-0-200005.alaska,1,1,1,1
pltl-12-0-45-3-0-200004.alaska,1,1,1,1
pltl-5-0-30-3-0-200000.alaska,1,1,1,1
pltl-5-0-10-3-0-200001.alaska,1,1,1,1
phltl_23_22.alaska,2,2,2,2
pltl-12-0-96-3-0-200006.alaska,100,100,100,100
pltl-12-0-22-3-0-200002.alaska,1,1,1,1
lift_f_l_2.alaska,3,2,2,2
phltl_4_3.alaska,2,2,2,2
pltl-12-0-44-3-0-200007.alaska,1,1,1,1
lift_b_f_2.alaska,1,1,1,1
pltl-5-0-19-3-0-200009.alaska,1,1,1,1
pltl-12-0-45-3-0-200009.alaska,1,1,1,1
pltl-12-0-13-3-0-200009.alaska,1,1,1,1
pltl-12-0-58-3-0-200002.alaska,100,100,100,100
spec_cl_7.alaska,100,100,3,3
pltl-12-0-11-3-0-200001.alaska,1,1,1,1
lift_b_f_l_15.alaska,100,3,3,3
pltl-5-0-25-3-0-200008.alaska,1,1,1,1
spec_c_2.alaska,1,1,1,1
counterCarry3.alaska,5,2,2,2
pltl-12-0-4-3-0-200009.alaska,1,1,1,1
forobotsr1f0_FGn_mh.alaska,2,2,2,2
lift_b_l_12.alaska,3,2,3,3
pltl-12-0-56-3-0-200009.alaska,100,100,100,100
O1formula6.alaska,2,2,2,2
pltl-5-0-30-3-0-200002.alaska,1,1,1,1
pltl-5-0-25-3-0-200006.alaska,1,1,1,1
lift_f_5.alaska,2,2,2,2
pltl-12-0-24-3-0-200000.alaska,1,1,1,1
pltl-12-0-48-3-0-200006.alaska,100,100,100,100
pltl-5-0-30-3-0-200004.alaska,1,1,1,1
unsat113.txt,4,4,4,4
unsat26.txt,4,4,4,4
pltl-12-0-61-3-0-200005.alaska,100,100,100,100
unsat63.txt,2,2,2,2
pltl-5-0-40-3-0-200006.alaska,1,1,1,1
pltl-12-0-7-3-0-200002.alaska,1,1,1,1
pltl-5-0-13-3-0-200009.alaska,1,1,1,1
lift_f_7.alaska,2,2,2,2
pltl-12-0-26-3-0-200001.alaska,1,1,1,1
pltl-12-0-45-3-0-200000.alaska,1,1,1,1
pltl-5-0-23-3-0-200005.alaska,1,1,1,1
pltl-5-0-15-3-0-200006.alaska,1,1,1,1
unsat34.txt,3,3,3,3
pltl-12-0-16-3-0-200006.alaska,1,1,1,1
unsat168.txt,3,3,3,3
pltl-12-0-61-3-0-200006.alaska,100,100,100,100
pltl-12-0-38-3-0-200004.alaska,1,1,1,1
counter14.alaska,100,2,2,2
pltl-12-0-84-3-0-200005.alaska,100,100,100,100
lift_b_f_4.alaska,1,1,1,1
unsat116.txt,5,5,5,5
O2formula300.alaska,100,300,100,100
pltl-5-0-2-3-0-200004.alaska,1,1,1,1
unsat175.txt,3,3,3,3
pltl-12-0-6-3-0-200007.alaska,1,1,1,1
lift_b_f_16.alaska,100,1,1,1
unsat147.txt,3,3,3,3
pltl-12-0-11-3-0-200004.alaska,1,1,1,1
lift_b_f_l_9.alaska,100,3,3,3
pltl-5-0-4-3-0-200003.alaska,1,1,1,1
pltl-12-0-90-3-0-200008.alaska,1,1,1,1
pltl-5-0-13-3-0-200008.alaska,1,1,1,1
unsat72.txt,6,6,6,6
